,Url,Alt. namn,Adress,Namn
1037,Visa/stockholms-montessoriskola-/76899866-fee5-4f74-8722-c6acd45878ba,Stockholms Montessoriskola Anne Frank,Klippgatan 19,Stockholms Montessoriskola
1038,Visa/slojdskolan/d4344d6a-cdbc-48eb-b3a6-c6e713a1a2a5,Solberga slöjdskola / Älvsjö slöjdskola / Brännkyrka slöjdskola,Götalandsvägen 193,Slöjdskolan
1039,Visa/arsta-odro-1--1947-1985/600cd037-144b-449e-9e79-c6f753a28ed1,,,Årsta öd/ro 1  1947-1985
1040,Visa/fria-maria-barnskola/bf499566-8047-403a-a572-c70534e4cdb1,,Fatburs Kvarngata 28-30,Fria Maria barnskola
1041,Visa/norra-angby-odro--1951-1974/c26e3f52-13bd-4810-b1b5-c7104a8be5d2,,,Norra Ängby öd/ro  1951-1974
1042,Visa/anna-sandstroms-hogre-lararinneseminarium/9b45490a-dbd0-4b87-aa44-c740225bebc6,Sandströms högre lärarinneseminarium / Anna Sandströms seminarium,Karlavägen 1A (nu 25),Anna Sandströms högre lärarinneseminarium
1043,Visa/fritidsledarutbildning/e6ab267a-51e1-4ec6-a7d3-c76aa07140f4,Fritidspedagogutbildning,,Fritidsledarutbildning
1044,Visa/johannes-skola/6d40aff4-13bf-4bea-aec1-c77e042d6970,Johannes folkskola,Roslagsgatan 61,Johannes skola
1045,Visa/hallstroms-skola/2f27daa7-d1dd-4a15-b236-c7a140ca0aa0,Mamsell Hallströms skola,"1863 Götgatan 21
1868-1879 Götgatan 34",Hallströms skola
1046,Visa/bromma-sodra-odro--1929-1960/5145c988-f8cd-467a-bfcd-c7b02a91b8c5,,,Bromma södra öd/ro  1929-1960
1047,Visa/st-gorans-forsamlings-skolrad/61742f0b-68f6-4453-9b6d-c8145feeb943,,,S:t Görans församlings skolråd
1048,Visa/st-orjans-skolor/5f1975dd-7ae7-4181-a865-c819f6a6315e,S:t Örjans ro / S:t Örjans specialenhet / [Sankt Örjan],se Historik mm !,S:t Örjans skolor
1049,Visa/beckombergaskolan/6f4392bc-2b3d-453f-a798-c86170ff8d0d,Söderbergaskolan / (Beckombergaskolans grundsärskola),Styresman Sanders väg 14,Beckombergaskolan
1050,Visa/dalskolan/e4c72896-bc7c-4cbd-a489-c886670ebb49,,Sulvägen 52,Dalskolan
1051,Visa/hulda-lundins-slojdseminarium/e12e3ca1-7c3f-4f27-8f1b-c8b9c4ebcea4,,okänd,Hulda Lundins slöjdseminarium
1052,Visa/kungsholmen-resursskola/fe60edf0-3ee1-4acf-b43a-c8eb3b0dc663,Kungsholmens resursskola,Parmmätargatan 9,Kungsholmen resursskola
1053,Visa/statens-sjukskoterskeskola/8b6466d3-cffc-487d-ae06-c90cf3ad4456,,,Statens sjuksköterskeskola
1054,Visa/norrmalms-realskola/e3066dc6-769e-4b81-afad-c927032dc8a0,Norrmalms privata elementarskola,"Birger Jarlsgatan 39
1925 anges Snickaregatan 2",Norrmalms realskola
1055,Visa/storkyrkans-och-katarina-norra-od/faf292f0-11fc-4695-8d4f-c9527989e8ef,,,Storkyrkans och Katarina norra öd
1056,Visa/maltesholms-ro--1962-1972/b1a7d0f1-b61f-48b4-b99e-c99f1f7be81e,,,Maltesholms ro  1962-1972
1057,Visa/lindholms-privatskola/85ae33cc-abc5-42a5-8cb0-c9cc43a2f803,Alma Lindholms skola / Fröken Anna Lindholms privatkurs,1925 anges Sibyllegatan 34,Lindholms privatskola
1058,Visa/restaurantskolan-i-stockholm/5a18c9a5-bd55-42b9-be5f-c9d739060516,,,Restaurantskolan i Stockholm
1059,Visa/sjobefalsskolan/41abc4de-5165-4a70-bb09-c9f8280c5351,Navigationsskolan,"1842-1844 Högbergsgatan 26
1844-1907 Mosebacke torg (i nyuppfört skolhus)
1907-     Stigberget (i nyuppfört skolhus)",Sjöbefälsskolan
1060,Visa/zelma-bergers-skola/82202d07-5c21-4a4a-824c-c9fd07517646,,Besvärsgatan 28  1868-1879,Zelma Bergers skola
1061,Visa/tallkrogens-skola/7048c848-9154-44d2-be59-ca1c877dc20c,Tallkrogsskolan,Torögatan 59-65,Tallkrogens skola
1062,Visa/hagerstensasen-resursskola/f5a43e82-980f-4bbc-a715-ca4bba5a0767,Hägerstensåsens skoldaghem,Sedelvägen 30,Hägerstensåsen resursskola
1063,Visa/school-of-experience--science---ses-nackademin/f4c68ce3-a9d8-4192-9cc0-cadabbe58ec3,Nackademins gymnasium city,Warfvinges väg 24,School of Experience & Science - SES Nackademin
1064,Visa/gardesskolan/ee8b887a-aa18-4937-9a01-cb2a39227cde,Gärdets folkskola / (Gärdesskolans grundsärskola),Banérgatan 56,Gärdesskolan
1065,Visa/montessoripedagogik/56e529de-73fb-42e6-8235-cb6986309f66,,,Montessoripedagogik
1066,Visa/sta-eugenia-katolska-skola/309dbc19-2ae6-4718-8d15-cbc9c3cb072d,S:ta Eugenia folkskola,"1925 anges Snickaregatan 7
1938 och 1952 anges Snickarbacken 7",S:ta Eugenia katolska skola
1067,Visa/kvalificerad-yrkesutbildning-ky/6e695698-0822-44b4-b987-cbf54b343e74,Särskild yrkesutbildning (SY) / Yrkeshögskoleutbildning (YH),,Kvalificerad yrkesutbildning (KY)
1068,Visa/st-eriks-katolska-skola/a31752ac-5b48-41da-b28c-cc904e5077bd,S:t Eriks skola / S:t Eriks folkskola / Sankt Eriks katolska skola,Hemmansvägen 8,S:t Eriks katolska skola
1069,Visa/nockebyhovsskolan/d9b75c41-ac7d-468b-8203-cd1f61c5cd8a,,Tyska Bottens väg 68,Nockebyhovsskolan
1070,Visa/akeshovsskolan/3f7ee032-277c-452d-8747-cd55b705afab,,Åkeshovs slott,Åkeshovsskolan
1071,Visa/lyceum/f784c485-c552-4c9b-a8d2-cd609ad0b1d4,Lyceum för flickor / Sjöbergska skolan,se Historik mm !,Lyceum
1072,Visa/solbergaskolan/932cfe0f-10dc-4a70-ba72-cd7bcbc64cff,,"1951 - ?? Folkparksvägen 83-91
?? -  Lerkrogsvägen 28",Solbergaskolan
1073,Visa/thoren-business-school/2cce2f16-33c0-4546-a5be-cdd47981a67e,Thorén Business School / TBS,Medborgarplatsen 25,Thoren Business School
1074,Visa/solberga-gamla-skola/069a2b86-28f8-4f17-8ebd-cde398498dc8,Solberga folkskola,Götalandsvägen 199,Solberga gamla skola
1075,Visa/aglae-pontus-skola/a441a5b0-db98-4313-81f5-ce048f775a5d,Mamsell Aglaée Pontus skola,"1868, 1871 Regeringsgatan 4
1873 Beridarbansgatan",Aglaée Pontus skola
1076,Visa/bromma-skoldistriktod-1877-1929/0e0a121b-29b0-4f74-a991-ce0c7cb50282,,,Bromma skoldistrikt/öd 1877-1929
1077,Visa/sofiaskolan-1-1841-1859/bcfdedce-591e-4d08-a975-ce3bbe341842,,Tyska Brunn,Sofiaskolan 1 1841-1859
1078,Visa/husbyskolan/529c7bb9-5b54-4546-a178-ce538a52b1cf,,Edvard Griegsgången 26,Husbyskolan
1079,Visa/tal--och-sprakklasser--tal--och-sprakgrupper/3f2dfeee-109c-47a4-bc34-ce5d4b6a321d,,,Tal- och språkklasser / Tal- och språkgrupper
1080,Visa/statens-skolkoksseminarium-och-hushallsskola/bba0b5d6-f339-4c47-80bc-ce7b3b691d0b,,Grev Turegatan 24B,Statens skolköksseminarium och hushållsskola
1081,Visa/seminariet-for-huslig-utbildning/d979dcfb-f67f-4af7-850b-ce801f8dafbf,,,Seminariet för huslig utbildning
1082,Visa/tasava-skola/03ac9ea1-2c51-43d1-836f-ce81467cfdd9,Nytida Tasava Skola,Rålambsvägen 8A,Tasava skola
1083,Visa/vastra-edsvik/7ab54b21-d60e-4b76-8c64-ce9413d8208d,,,Västra Edsvik
1084,Visa/ahlinska-skolan/10b96932-2176-4cfc-b1d5-ce96c4dcf613,Åhlinska elementarskolan,se Historik mm !,Åhlinska skolan
1085,Visa/privata-hogre-lararinneseminariet-i-stockholm-med-oskarsskolan/5177279d-94c9-4db6-a22f-cf53be3faf40,Stockholms privata högre folkskollärarinneseminarium / Stockholms privata folkskoleseminarium / Privata lärarinneseminariet i Stockholm,,Privata högre lärarinneseminariet i Stockholm med Oskarsskolan
1086,Visa/skanstulls-gymnasium/5e414e77-d7ee-45bb-8e97-cfbea0a65c35,,Bohusgatan 24-26,Skanstulls gymnasium
1087,Visa/sarskolegymnasiet-svalan/e6a6ad82-d108-4003-a612-cfbf6407139f,,,Särskolegymnasiet Svalan
1088,Visa/karrtorps-gymnasium/188897f8-d908-4b9c-8731-cff371b67e46,Kärrtorps läroverk / Försöksgymnasiet i Kärrtorp,"1956-1957 Karlskronavägen 10
1957-     Karlsövägen 9-15",Kärrtorps gymnasium
1089,Visa/forskoleseminariet-i-solna/c45bdc1d-42c4-4e5c-91a5-d01fe5e2947e,,,Förskoleseminariet i Solna
1090,Visa/sinnessloskolan/d2d5e87b-9bf9-48ca-980f-d09d1bd333fb,,,Sinnesslöskolan
1091,Visa/broms-skola/04afb18f-dea5-4d7d-a3ef-d0abff029601,Broms-Ullmans skola,1952 anges Sturegatan 22,Broms skola
1092,Visa/johan-skytteskolan/33eba60a-8268-4098-9e60-d0c157c69f24,Långbrodalsskolan 1 / Långbrodals nya skola / Johan Skyttes skola,Västerängsvägen 19,Johan Skytteskolan
1093,Visa/maria-katekesskola/51556c5a-a45f-4d11-b95a-d0f6eb84a5ed,Maria kateketskola,,Maria katekesskola
1094,Visa/vastertorps-vuxengymnasium/14bae7b1-f40c-4c1b-bd14-d0f883b61be8,,,Västertorps vuxengymnasium
1095,Visa/skolhemsskolor/81698a5b-9300-4f5a-9a29-d0f957f40d46,Skolor vid HVB-hem / Skolor vid behandlingshem,,Skolhemsskolor
1096,Visa/fru-brumers-skola/d6dde609-8433-47ca-9d4c-d0fc530f29c8,,Bryggaregatan 9  1863,Fru Brumers skola
1097,Visa/st-eriks-folkhogskola/b3ec0f22-73ee-4f6c-ba88-d101b84f7e3a,Stockholms folkhögskola,Kungstensgatan 4,S:t Eriks folkhögskola
1098,Visa/julius-kamkes-laroverk-for-tyska-spraket/342e670d-3d62-42cc-8021-d1e9b206c795,,Hamngatan 18B,Julius Kamkes läroverk för tyska språket
1099,Visa/klara-skola/2318a4d5-9d21-4d2a-9524-d218564e0c43,Klara folkskola,Klara Södra Kyrkogata 13-15,Klara skola
1100,Visa/magelungens-grundskola-langbropark/207366c3-f9cc-4c42-9912-d21af63f48b1,,Stora Mans väg 11 B,Magelungens grundskola Långbropark
1101,Visa/stockholms-hemsysterskola/af095d0e-8f7a-4348-890d-d22d18ea6aba,,,Stockholms hemsysterskola
1102,Visa/skolstyrelsens-konstnamnd/6fa19316-976e-44e3-a676-d24c4bee819c,,,Skolstyrelsens konstnämnd
1103,Visa/snosatraskolan/94fc09c7-d44c-494b-b580-d2552c95fd2c,,Vallhornsgatan 21,Snösätraskolan
1104,Visa/hillska-skolan-i-barnangen/0ae950fe-4b73-4a3d-8a29-d281d26f7db2,Uppfostringsskolan å Barnängen,,Hillska skolan i Barnängen
1105,Visa/gryningeskolan/2757bfc6-184a-4396-8042-d2de8e532e98,,Fågelviksvägen 5,Gryningeskolan
1106,Visa/vinsta-grundskola-vastra/c381e60e-deb1-4820-9a2f-d3220db0baf5,"Vinstagårdsskolan / (Vinsta grundskola västra, grundsärskola)",Sorterargatan 26,Vinsta grundskola västra
1107,Visa/dalens-skola/58002ade-b8f5-45a6-a086-d3385ef25f4d,Skolan vid Dalen,,Dalens skola
1108,Visa/jakobs-skola/be39b539-3150-46b7-8c07-d34bab5df8a8,Jakobs folkskola,Brunnsgatan 11,Jakobs skola
1109,Visa/larlings--och-yrkesskolor-delkurserna-i-spanga-och-hasselby/0704dafe-0403-450e-9b88-d351ad7825d7,,,"Lärlings- och yrkesskolor, delkurserna i Spånga och Hässelby"
1110,Visa/elevhemmet-i-stockholm/19709339-1be7-45c9-8b1a-d3a2be598b4e,,Sturegatan 60,Elevhemmet i Stockholm
1111,Visa/montessori-mondial-kungsholmen/6b662ff5-371e-4163-a11c-d3bb9df5c971,"Stims, Stockholms internationella Montessoriskola",Konradsbergsgatan 12-24,Montessori Mondial Kungsholmen
1112,Visa/kommunala-gymnasier/b94d48ee-e3dc-453a-b005-d41fbeed2415,Kommunalt gymnasium,,Kommunala gymnasier
1113,Visa/katarina-norra-skola/55325ebd-23a2-4058-90c5-d420b3ad05d0,Katarina norra folkskola,Tjärhovsgatan 15-17,Katarina norra skola
1114,Visa/frans-schartaus-handelsinstitut-2005-/58c94373-3935-4bfb-878d-d42d84c71a0d,FSH,"2014- , Blekingegatan 55
2005-2013, Stigbergsgatan 26",Frans Schartaus handelsinstitut 2005-
1115,Visa/lychouska-skolan/dea35e00-8acb-4527-94d0-d4536edecbb5,Lychovska skolan / Förberedande elementarskolan,se Historik mm !,Lychouska skolan
1116,Visa/vasterorts-vuxengymnasium/e4b0d6e4-1082-4d99-a7df-d47acaf16eaa,,se Historik mm !,Västerorts vuxengymnasium
1117,Visa/hedvig-eleonora-forsamlings-skolor/00103198-eab9-44fa-ba68-d48145a703f4,Ladugårdslands församlings skolor / Ladugårdslands folkskola,,Hedvig Eleonora församlings skolor
1118,Visa/hermods-gymnasium/44426871-75d9-437e-96cc-d4a0e78f5084,,Brahegatan 10,Hermods Gymnasium
1119,Visa/mossgardsskolan/c94cf03c-9131-4dd6-923c-d4c0a086f073,Mossens skola / Mossens gårds skola,Tallkrogsvägen 66,Mossgårdsskolan
1120,Visa/plusgymnasiet/c14105f2-a32a-4e41-95d6-d4c0e24dcd43,Drottning Blankas gymnasium.,"2011-2014? Årstaängsvägen 9
2015?-     Warfvinges väg 24",Plusgymnasiet
1121,Visa/kungsholmens-vastra-gymnasium/975aafb7-f51f-46f5-9101-d4d14c6f0581,,Konradsbergsvägen 1,Kungsholmens västra gymnasium
1122,Visa/farsta-grundskola---kvickenstorpsskolan-/b7b6c3d7-40d7-402d-8240-d4d6ffec374a,Kvickenstorpsskolan / Kvickentorpsskolan,Kvickensvägen 9,Farsta grundskola - Kvickenstorpsskolan
1123,Visa/nti-gymnasiet-stockholm/9702a8c8-397f-4836-bbf3-d54104319339,NTI Gymnasiet; NTI-gymnasiet; NTI gymnasiet Odenplan,"2003       Magnus Ladulåsgatan 28-30
2004-2011  Hagagatan 25
2011-      Crafoords väg 12",NTI Gymnasiet Stockholm
1124,Visa/sodermalms-hogre-laroanstalt-for-flickor/1383947f-659d-4216-92f3-d5c1d13c2ab8,,se Historik mm !,Södermalms högre läroanstalt för flickor
1125,Visa/procivitas-privata-gymnasium/c282ab88-77e1-470b-a14f-d5c80662b272,"Procivitas Stockholm, ProCivitas","Sandbacksgatan 10, Södermalm",ProCivitas privata gymnasium
1126,Visa/hogalids-samrealskola/ce548437-549f-416d-8ae1-d60a3d23bc62,Södra kommunala mellanskolan / Stockholms stads högre folkskola för medborgerlig bildning / Stockholms stads södra kommunala mellanskola,Hornsgatan 93,Högalids samrealskola
1127,Visa/arsta-gards-grundsarskola/8119b557-f4f9-4155-a321-d629855ddcb8,"Årsta gårds särskola, Årsta gård",Svärdlångsvägen 16,Årsta gårds grundsärskola
1128,Visa/betyg/a64b62eb-d19c-4560-b8d5-d63bd8326980,,,Betyg
1129,Visa/ostermalmsskolan/2b09909e-2e40-4a7a-8778-d69540489c35,,Banérgatan 38-40,Östermalmsskolan
1130,Visa/-lyce-franais-saint-louis-lyce-francais-saint-louis-gymnasium/bc473072-b818-46ca-b7b8-d69ba2ee8997,Le Lycée Francais International á Stockholm/Cours Francais Saint-Louise/Lycee Francais Saint-Louis / Franska skolan på Essingen/Lycée Francais de Stockholm,Essingestråket 24,Lycée Français Saint Louis/ Lycée Francais Saint-Louis gymnasium
1131,Visa/gullmarsplans-vuxengymnasium--1967-1993/7a190d2c-0043-4968-bc16-d6ad033ffc7a,Enskede kvällsgymnasium / Enskede vuxengymnasium,Simlångsvägen,Gullmarsplans vuxengymnasium  1967-1993
1132,Visa/lyceum-for-flickor-smaskola/bcc91b14-0f18-4f7c-8a57-d6dd9031f82a,,"ca 1942-1957 Karlavägen 86
1957 namnändring till Förberedande skola
1960-talet Banérgatan 38-40","Lyceum för flickor, småskola"
1133,Visa/vasastans-montessoriskola/df9d3cf3-fa6f-49a1-a0ff-d7044c00bf47,,Hälsingegatan 23-25,Vasastans Montessoriskola
1134,Visa/stockholms-stads-handelsgymnasium/1ef1ba58-73d0-48b2-895d-d7495e458a23,Stockholms handelsgymnasium / Handelsgymnasiet,,Stockholms stads handelsgymnasium
1135,Visa/norra-reals-gymnasium/7c5dac50-2888-4660-b631-d8bd58f9e7cb,Norra Real / Högre realläroverket (p)å Norrmalm / Stockholms realläroverk / Högre realläroverket i Stockholm,Roslagsgatan 1,Norra Reals gymnasium
1136,Visa/lararhogskolan-i-stockholm-speciallararlinjen-i-1962-1977/019778f9-6897-43b1-b88f-d9158f6b4a6d,,,"Lärarhögskolan i Stockholm, Speciallärarlinjen I 1962-1977"
1137,Visa/enskede-gards-gymnasium/fd7a292e-5f43-4051-b485-d947a3220400,Enskede yrkesskola / Hantverksgymnasiet Enskede Gårds gymnasium,Palmfeltsvägen 111-121,Enskede Gårds gymnasium
1138,Visa/kunskapsskolan-skarholmen/df6f2685-704a-4131-8327-d959f430e99b,Kunskapsskolan Ringen / Kunskapsskolan i Skärholmen,Bredholmsgatan 16,Kunskapsskolan Skärholmen
1139,Visa/gustav-vasa-skola/62385c70-0c8f-4aa0-b06b-d99749f6dfdc,Gustav Vasa folkskola / Adolf Fredriks västra folkskola,Karlbergsvägen 34,Gustav Vasa skola
1140,Visa/vinsta-grundskola-ostra/f0eafa12-65a0-4242-9d21-d99b62e2f189,Vinstaskolan,Vinsta skolgränd 3,Vinsta grundskola östra
1141,Visa/langbrodalsskolan-2/9d3918b5-276a-49d0-ac0b-d99e18fecc70,Långbrodals gamla skola / Långbrodals folkskola,Sländvägen 1,Långbrodalsskolan 2
1142,Visa/arsta-gards-gymnasiesarskola/3252c02f-b15b-47b2-9d41-da27cd8d7ab6,tidigare namn Helenedals gymnasiesärskola,"2020- Svärdlångsvägen 16
2012-2020 Katrinebergsbacken 12",Årsta gårds gymnasiesärskola
1143,Visa/midsommarkransens-gymnasium/2380c6e4-dd78-4214-b5ed-da2ffd477f62,,Tellusborgsvägen 10,Midsommarkransens gymnasium
1144,Visa/bjorkhagens-ro2-1990-1991/3512b9db-f20a-4189-a51b-da424ffb7b9f,,,Björkhagens ro2 1990-1991
1145,Visa/arstagardens-odro--1955-1983/2f5a63e8-21d0-4652-9380-da5b8f7cf2e2,,,Årstagårdens öd/ro  1955-1983
1146,Visa/st-jacobi-skola/f609d44e-807c-4d3b-880a-da788583bcae,Jacobs realskola / Jacobs allmänna läroverk / Jacobs lägre elementarläroverk / Jacobs Schola / Jacobs kyrkskola / Jacobs skola / Jacobs högre apologistskola,se Historik mm !,S:t Jacobi skola
1147,Visa/hotell--och-restaurangskolan-hasselbacken--1947-1968/a39ab064-219e-41d1-adee-da78faf36508,,,"Hotell- och restaurangskolan, Hasselbacken  1947-1968"
1148,Visa/stockholms-privatgymnasium/3da1c3a2-6c6b-42eb-8c26-dab28f8fb1ba,,"Luntmakaregatan 5
1925 anges Vasagatan 50",Stockholms privatgymnasium
1149,Visa/amalia-arvidssons-skola/1aa0fc52-9384-4170-b5f1-db320e5d26cc,Mamsell Amalia Arvidssons skola / Mamsell Arvidssons skola,1863-1879 Besvärsgatan 42,Amalia Arvidssons skola
1150,Visa/gubbangens-gamla-skola/c7ca522f-971a-445c-91a2-db3f203d1698,Gubbängens gamla folkskola / Gubbängens folkskola,Bogårdsvägen 45,Gubbängens gamla skola
1151,Visa/appelvikens-folkskola/3f43c68f-7d3a-43e4-b9cf-dbed06e9f763,Äppelvikens äldre folkskola,Alléparken,Äppelvikens folkskola
1152,Visa/vastboda-ro-2--1962-1975/2cb8bca8-9f33-4ad4-836c-dcfaaa874e05,,,Västboda ro 2  1962-1975
1153,Visa/blommenbergs-smaskola/d1a911af-fc4a-4eb8-94dc-dd076a42e469,,,Blommenbergs småskola
1154,Visa/august-dahlbergs-skola/b4a55ecd-c89e-478f-bf22-dd74d5042761,,Gamla Kungsbrogatan 28  1868,August Dahlbergs skola
1155,Visa/stockholms-stads-barnavardsskola-/d9974ece-1e77-4382-a168-dd9259338c0a,Barnsköterskeskolan / Stockholms stads barnsköterskeskola,,Stockholms stads barnavårdsskola
1156,Visa/norra-reals-vuxengymnasium-2--1987-2000/e4a588a5-832d-48b8-9e2c-dd959d9ac235,,Roslagsgatan 1,Norra Reals vuxengymnasium 2  1987-2000
1157,Visa/ivik-gymnasium/0e43ba84-54ac-495a-97a5-ddcd190ef111,IVIK-Slussen Liljeholmen,"Lövholmsvägen 2, 6 tr",IVIK gymnasium
1158,Visa/grillska-gymnasiet-stockholm-lovholmsvagen/2930b51a-058a-47b1-bbe1-de1486bbc53d,Stadsmissionens gymnasieskola / Stadsmissionens skola 2 / Stadsmissionens skola,"2003-2006? Lövholmsvägen 18
2006-2014? Trekantsvägen 7B
2014-      Lövholmsvägen 18","Grillska gymnasiet Stockholm, Lövholmsvägen"
1159,Visa/sociala-missionens-gymnasieskola/0eb49558-0861-4ceb-9f17-de5d521f69cc,,Högbergsgatan 31,Sociala Missionens gymnasieskola
1160,Visa/lilla-djurgardsakademien/b9e9ff8a-4cb4-41bf-8f84-de9c469998dd,,Värtans stationsväg 4,Lilla Djurgårdsakademien
1161,Visa/kyrkhamns-folkskola/c23822eb-af4e-42b9-aae4-deae306bbc17,Lövsta skola,Hässelby,Kyrkhamns folkskola
1162,Visa/stockholms-tekniska-institut-sti/df8baa6c-f83c-4baa-b6a6-decc3d503ef5,Stockholms tekniska gymnasium,"1924-1931 Regeringsgatan 47
1931-1987 Kungsgatan 32 (filial till Bältgatan 1943-1987)
1943-(2013) Bältgatan 5 (fd Margaretaskolans byggnad). Inköpt 1939 men använd för militära ändamål till 1943.",Stockholms tekniska institut (STI)
1163,Visa/farsta-gymnasium/59f44783-2840-4381-82be-df6d1a4155e4,Farsta läroverk / Kommunala försöksgymnasiet i Farsta,Farstavägen 118,Farsta gymnasium
1164,Visa/jarfalla-forsamlings-skolinrattning/215a8d8e-3e0e-492b-91ff-df88251185ed,,,Järfälla församlings skolinrättning
1165,Visa/hagsatraskolan/beb2f20b-f800-4429-b0d8-df8f92f2a6c9,,Glanshammarsgatan 11-15,Hagsätraskolan
1166,Visa/ekhagens-skola/a43db7ad-d430-4798-bef3-dfa88e372d92,,Ekhagsvägen 2-4,Ekhagens skola
1167,Visa/kvarnbackaskolan/479abdde-8f09-4085-a7af-dfe604cb825b,(Kvarnbackaskolans grundsärskola),Jyllandsgatan 3,Kvarnbackaskolan
1168,Visa/anna-whitlocks-gymnasium/2fa1d10d-30be-4575-a8d7-dffdf523509e,,Hantverkargatan 29,Anna Whitlocks gymnasium
1169,Visa/pahlmans-gymnasium/3f0dbeae-c7c7-4dc8-9062-e0172a6a111e,Stockholms Fria gymnasium,Hagagatan 23A,Påhlmans gymnasium
1170,Visa/sodra-angby-odro--1951-1991/60cb21aa-213a-408c-a929-e0290bfd5bf9,,,Södra Ängby öd/ro  1951-1991
1171,Visa/kristna-skolan/bf3f73e1-313a-487e-a75b-e031cf1e7527,Södermalmskyrkans skola/Södermalmskyrkans kristna skola,Petrejusvägen 42,Kristna skolan
1172,Visa/skonstaviks-folkskola/27311a7d-2790-4291-b2e4-e07e51b329e3,,,Skönstaviks folkskola
1173,Visa/mimerskolan/dfdf6dc8-bedf-4df2-a9ae-e0c9ad217401,,Vanadisvägen 11C,Mimerskolan
1174,Visa/nockebyhovs-grundsarskola/16d020eb-0a90-4979-a7a5-e0f8f61fa6df,Nockebyhovs särskola,Tyska bottens väg 49,Nockebyhovs grundsärskola
1175,Visa/liaskolan/8c79d2ce-4daf-4ea8-b9e3-e10c4b54f5fa,,Langelandsgatan 16-18 & Randersgatan 123,Liaskolan
1176,Visa/styrelsen-for-de-kommunala-flickskolorna-i-stockholm/e1220ad9-363c-4752-bd98-e146c3eb8778,,,Styrelsen för de kommunala flickskolorna i Stockholm
1177,Visa/xist/a5475b97-f90c-4324-9d41-e150d72c53a3,XIST,"1998-2005 Tomtebogatan 42 ?
2005-     Karlbergsvägen 77 ?
2006-     Tomtebogatan 42",Xist
1178,Visa/loviselunds-ro--1960-1991/7c3a5296-b666-470a-8fa4-e162f597e84b,,,Loviselunds ro  1960-1991
1179,Visa/internationella-engelska-skolan-i-liljeholmen/fc733964-98b1-4b40-b55c-e164c07f01cf,"IES Liljeholmen, Internationella Engelska Skolan Liljeholmen",Tellusborgsvägen 83-87,Internationella Engelska skolan i Liljeholmen
1180,Visa/engelbrekts-forsamlings-skolrad/d3f62672-e4fa-40ed-8c11-e1988716ade1,,,Engelbrekts församlings skolråd
1181,Visa/norrbyskolan/40a2a095-6c67-4a07-ab92-e1a39ec4a149,Dialogskolan,"2007?-2010? Gudmundrågatan 11-13
2011-       Kronofogdevägen 54",Norrbyskolan
1182,Visa/kunskapsgymnasiet-globen/cb45ee52-44aa-4fae-9377-e25778c1d912,,Arenavägen 23,Kunskapsgymnasiet Globen
1183,Visa/sofi-almquists-samskola/8f7c3869-2ad4-4efe-8ef6-e2c42edfc517,Sofie Almqvist . . .,se Historik mm !,Sofi Almquists samskola
1184,Visa/nti-vetenskapsgymnasiet-stockholm/26e24bdd-40f1-42e0-8f54-e33bc7d2a554,"Vetenskapsgymnasiet, NTI Vetenskapsgymnasiet, NTI Gymnasiet, NTI Vetenskapsgymnasiet Stockholm Kungsholmen",Sysslomansgatan 18,NTI Vetenskapsgymnasiet Stockholm
1185,Visa/kfuks-barnskoterskeskola/b975e93c-fd66-4ca5-8a9a-e33bdfae3f4c,Södra KFUK:s skola för husligt arbete med barnavård / Stiftelsen Södra KFUK:s barnsköterskeskola,1938 anges Kocksgatan 47,KFUK:s barnsköterskeskola
1186,Visa/kungsholmens-odro1-1903-1973/38c0b63a-2967-445e-b32a-e345c727e697,Kungsholmens och S:t Görans öd,,Kungsholmens öd/ro1 1903-1973
1187,Visa/zinkendamms-vuxengymnasium/db626716-bb19-4940-81e0-e37f4bd1f967,Zinkensdamms grundvux,Hornsgatan 93,Zinkendamms vuxengymnasium
1188,Visa/gymnasiesarskolan/ccdb1943-bd00-4751-bd40-e38b810ed045,,,Gymnasiesärskolan
1189,Visa/klara-forsamlings-smabarnsskola/a8ad4dae-d7ed-437b-85a4-e3c2c21d2390,,se Historik mm !,Klara församlings småbarnsskola
1190,Visa/vuxenutbildningsinstitutet/5442189f-379c-43aa-b1e5-e3dcf5ec5189,,,Vuxenutbildningsinstitutet
1191,Visa/st-gorans-barnsjukhus-skola/a2281197-7843-423e-bcf1-e3f29b643dd2,S:t Görans barnklinikers skolavdelningar,"Mariebergsvägen 7 1967-1970
S:t Göransgatan (143) 141",S:t Görans barnsjukhus skola
1192,Visa/maria-odro-1903---1991/0e95fdca-43c8-4392-b662-e42860a02046,,,Maria öd/ro 1903 - 1991
1193,Visa/spanga-gymnasium-och-grundskola--spanga-grundskola/b64d784b-185c-4beb-a2dc-e42d4bc401f1,Spånga läroverk / Samrealskolan i Spånga / Samrealskolan och kommunala gymnasiet i Spånga / Spånga högre folkskola / Spånga kommunala mellanskola,se Histrorik mm !,Spånga gymnasium och grundskola / (Spånga grundskola)
1194,Visa/jakob-och-johannes-katekesskola/505b2ae5-f96f-44c9-951d-e44f0480630c,,,Jakob och Johannes katekesskola
1195,Visa/distra-skola/9aac9adf-282c-4ff1-b2c7-e4cc56adb789,,"2003 Roddargatan 8
2004 Kapellgränd 11",Distra skola
